project_name,project_language,project_created_at,project_number_of_forks,project_number_of_commits,project_number_of_project_members,project_number_of_watchers,submitter_username,submitter_number_of_followers,submitter_is_project_member,id,accepted,time_opened,head_repo,head_commit,base_commit,number_of_commits,number_of_comments,modified,deleted,added,linted_and_modified,linted_and_added,linted_and_deleted,results_flawfinder_note_buffer-strlen,results_flawfinder_note_buffer-char,results_flawfinder_note_buffer-memcpy,results_flawfinder_note_input-fread,results_flawfinder_note_misc-fopen,results_flawfinder_error_race-chmod,results_flawfinder_note_buffer-strncpy,results_flawfinder_note_format-fprintf,results_flawfinder_error_buffer-wcscpy,results_flawfinder_note_buffer-wcslen,results_flawfinder_note_buffer-wchar_t,results_flawfinder_note_buffer-read,results_flawfinder_note_format-printf,results_flawfinder_error_format-printf,results_flawfinder_note_misc-open,results_flawfinder_error_format-snprintf,results_flawfinder_error_race-access,results_flawfinder_note_access-umask,results_flawfinder_note_tmpfile-mkstemp,results_flawfinder_error_format-vsnprintf,results_flawfinder_error_race-readlink,results_flawfinder_note_input-recv,results_flawfinder_error_tmpfile-mktemp,results_flawfinder_error_buffer-wcscat,results_flawfinder_warning_buffer-getenv,results_flawfinder_warning_misc-InitializeCriticalSection,results_flawfinder_note_buffer-mismatch,results_flawfinder_error_buffer-gets,results_flawfinder_note_format-snprintf,results_flawfinder_error_buffer-strcpy,results_flawfinder_note_buffer-sprintf,results_flawfinder_error_buffer-strcat,results_flawfinder_error_shell-system,results_flawfinder_note_buffer-sscanf,results_flawfinder_note_buffer-strcpy,results_flawfinder_warning_misc-LoadLibrary,results_flawfinder_error_buffer-sprintf,results_flawfinder_error_format-fprintf,results_flawfinder_warning_buffer-realpath,results_flawfinder_warning_random-srand,results_flawfinder_warning_tmpfile-GetTempFileName,results_flawfinder_note_integer-atol,results_flawfinder_note_buffer-MultiByteToWideChar,results_flawfinder_note_buffer-strcat,results_flawfinder_error_shell-execv,results_flawfinder_note_buffer-getchar,results_flawfinder_note_buffer-strncat,results_flawfinder_note_obsolete-usleep,results_flawfinder_error_format-vfprintf,results_flawfinder_note_buffer-equal,results_flawfinder_note_buffer-wcsncpy,results_flawfinder_error_buffer-scanf,results_flawfinder_error_buffer-lstrcpyW,results_flawfinder_error_buffer-lstrcpynW,results_flawfinder_error_buffer-strcpyW,results_flawfinder_note_tmpfile-tmpfile,results_flawfinder_error_format-wprintf,results_flawfinder_note_buffer-fgetc,results_flawfinder_error_buffer-lstrcpynA,results_flawfinder_note_integer-atoi,results_flawfinder_note_buffer-wcsncat,results_flawfinder_warning_tmpfile-tmpnam,results_flawfinder_note_format-vsprintf,results_flawfinder_error_buffer-vwscanf,results_flawfinder_error_buffer-lstrcpyA,results_flawfinder_error_format-fwprintf,results_flawfinder_error_format-_snprintf,results_flawfinder_error_buffer-vfwscanf,results_flawfinder_error_format-swprintf,results_flawfinder_note_integer-_wtoi,results_flawfinder_error_format-vswprintf,results_flawfinder_note_format-sprintf,results_flawfinder_error_buffer-lstrcatA,results_flawfinder_error_buffer-lstrcatW,results_flawfinder_error_buffer-fscanf,results_flawfinder_note_format-swprintf,results_flawfinder_note_buffer-wcscat,results_flawfinder_error_access-ImpersonateLoggedOnUser,results_flawfinder_warning_shell-CreateProcessAsUser,results_flawfinder_note_buffer-lstrcpyn,results_flawfinder_warning_misc-AddAccessAllowedAce,results_flawfinder_error_buffer-lstrcat,results_flawfinder_note_buffer-CopyMemory,results_flawfinder_warning_shell-CreateProcess,results_flawfinder_warning_misc-LoadLibraryEx,results_flawfinder_error_buffer-lstrcpy,results_flawfinder_error_buffer-swprintf,results_flawfinder_note_buffer-wcscpy,results_flawfinder_note_buffer-swprintf,results_flawfinder_error_format-sprintf,results_flawfinder_note_buffer-TCHAR,results_flawfinder_note_buffer-_tcscat,results_flawfinder_error_shell-WinExec,results_flawfinder_error_access-RpcImpersonateClient,results_flawfinder_error_buffer-_tcscat,results_flawfinder_error_buffer-StrCpyNA,results_flawfinder_warning_random-random,results_flawfinder_error_format-vsprintf,results_flawfinder_note_buffer-getc,results_flawfinder_note_buffer-_tcsncpy,results_flawfinder_error_shell-ShellExecute,results_flawfinder_note_format-wprintf,results_flawfinder_note_buffer-_tcslen,results_flawfinder_note_format-_sntprintf,results_flawfinder_error_buffer-StrCatA,results_flawfinder_error_buffer-StrCpyA,results_flawfinder_error_buffer-StrCatBuffW,results_flawfinder_note_format-fwprintf,results_flawfinder_error_crypto-crypt,results_flawfinder_error_shell-popen,results_flawfinder_note_format-_snprintf,results_flawfinder_error_buffer-sscanf,results_flawfinder_error_buffer-_tcscpy,results_flawfinder_error_buffer-StrCatChainW,results_flawfinder_error_access-ImpersonateSecurityContext,results_flawfinder_note_input-recvfrom,results_flawfinder_error_shell-execl,results_flawfinder_warning_buffer-getopt_long,results_flawfinder_note_format-syslog,results_flawfinder_warning_buffer-getopt,results_flawfinder_note_format-vprintf,results_flawfinder_error_format-vprintf,results_flawfinder_warning_random-srandom,results_flawfinder_note_format-vfprintf,results_flawfinder_warning_random-setstate,results_flawfinder_error_format-syslog,results_flawfinder_note_buffer-scanf,results_flawfinder_note_buffer-fscanf,results_flawfinder_error_race-chown,results_flawfinder_note_format-vsnprintf,results_flawfinder_error_buffer-vsscanf,results_flawfinder_error_shell-execlp,results_flawfinder_error_misc-SetSecurityDescriptorDacl,results_flawfinder_note_input-readv,results_flawfinder_warning_misc-chroot,results_flawfinder_error_buffer-vsprintf,results_flawfinder_error_buffer-MultiByteToWideChar
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,feilongfl,,False,2771,False,71896356.0,feilongfl/nodemcu-firmware,2d786d030a93aa7328a4bda9b1aef0d681ee1d23,9c1f4aca5b60227a70a5e2c87bc9961196f8a829,,,510,190,48,359,38,100,-17,-26,215,-6,-7,0,0,0,0,0,0,3,0,-4,-10,0,1,0,-1,0,1,-4,0,0,5,2,0,0,-3,0,0,-1,-1,0,4,0,-16,-3,0,0,0,0,3,0,0,0,-13,3,0,0,0,0,0,0,0,-1,0,0,0,6,0,-1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-13,0,0,0,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,feilongfl,,False,2770,False,11.0,feilongfl/nodemcu-firmware,2d786d030a93aa7328a4bda9b1aef0d681ee1d23,4905381c004bdeaf744a60bb940c1906c2e052d4,,,163,6,13,135,5,4,2,-2,2,0,1,0,0,2,0,0,0,20,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,feilongfl,,False,2769,False,71912049.0,feilongfl/nodemcu-firmware,1b4488ab4b1dcf3a0e06570ccc982540cda6aad2,9c1f4aca5b60227a70a5e2c87bc9961196f8a829,,,510,190,49,359,38,100,-17,-26,215,-6,-7,0,0,80,0,0,0,4,0,-4,-10,0,1,0,-1,0,1,-4,0,0,5,2,0,0,-3,-4,0,-1,-1,0,0,0,-16,0,0,0,0,0,3,0,0,0,-13,3,0,0,0,0,0,0,0,-1,0,0,0,6,0,-1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-13,0,0,0,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,fikin,,False,2768,False,21264224.0,fikin/nodemcu-firmware,111a10253cf6567cb55bcb2963dead2b19b42e93,1c83f027e2e4972c66a5dd2db71d87ab3ae80a15,,,2,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,matsievskiysv,,False,2767,False,66613235.0,matsievskiysv/nodemcu-firmware,2acb1ca2acf466242f34a05cdc53f381916bea4f,6fe68679afa610c52d31485aacdaf5a8373adb32,,,14,11,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,fikin,,False,2747,True,1650685.0,fikin/nodemcu-firmware,670a040b4c112d5c4193be01ba0392b18a031d16,bc1dd37aee09856e45d105d2c820cc1dc12fb0e9,,,5,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,chilipeppr,,False,2739,True,3866676.0,chilipeppr/nodemcu-firmware,2255aef11c202890322ea650a712be87afc5e68f,5faf76b762ce2286ae24092a8659d0d432879db2,,,18,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,hmil,,False,2723,False,1314200.0,hmil/nodemcu-firmware,32fd44c095922c61f631f4ab713017f6c9bba606,c3e24436f2968b8610275fce9b28e3b32588562b,,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,TerryE,,False,2712,True,243256.0,TerryE/nodemcu-firmware,fc94439b74ee82888594ccb31bf4afcd1d04a879,9a471079209a5039305946d57a43c8758d94ccf9,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,HHHartmann,,True,2707,False,550063.0,HHHartmann/nodemcu-firmware,8ee923d64fc788dfda70144a6261fc44ce6904c0,3f5ae99e42dd227c34ce3c11f74013b51826bfee,,,8,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,ziggurat29,,False,2686,True,3263830.0,ziggurat29/nodemcu-firmware,a713f315a3ea0a8aaf334fd5decdade9f28d5acb,ebd147b34f606b3e4835b777408f39b923b77b5b,,,4,0,3,3,1,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,ziggurat29,,False,2678,True,12358.0,ziggurat29/nodemcu-firmware,f8ad50ca7b96955caf1c6c279f3f6aea4e25a24a,62789da0bbec3246ba6ea399eedabf89134ea25f,,,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,ziggurat29,,False,2665,True,995480.0,ziggurat29/nodemcu-firmware,65030a494d3b2590faba2b00b0e05dd680a3812f,30ff0a16206a484278c59f07674f033ff2eda720,,,11,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2638,True,72386.0,epiclabs-io/nodemcu-firmware,771f9fc16c95d117203bdbd959f194b3455bf937,56f19e44c35f019b6b56d04ec5b9a764e6e0413c,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2637,True,76287.0,epiclabs-io/nodemcu-firmware,9f33f166581773e5ebc9fd3547cba116c3d16c58,56f19e44c35f019b6b56d04ec5b9a764e6e0413c,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2633,True,25607.0,epiclabs-io/nodemcu-firmware,a2852efb680f92a4320118b235d1d032a6046c33,e38fc7ac66ab979690e10890231804d653aa7294,,,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2631,True,1992830.0,epiclabs-io/nodemcu-firmware,3d3452d36198ec6827671811f826102146552e9a,2339726097b463d1f63fa50762b1b76647b780e2,,,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,kevinresol,,False,2628,False,1789213.0,kevinresol/nodemcu-firmware,a151d22907e32afa154d245f488de24e745a8fe0,e38fc7ac66ab979690e10890231804d653aa7294,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,kevinresol,,False,2623,True,13949.0,kevinresol/nodemcu-firmware,32eaf25727b8272746d0828220b80b81fa941e08,8f6f5904a33d10411a8d884a12a4a3383ffb3e5a,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2617,True,173022.0,epiclabs-io/nodemcu-firmware,f7e63d8a08584be6f6a7b5266ae640ba59492f9a,5d2bb87ceb4652b59f0ae98040425069648411ee,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2615,True,157966.0,epiclabs-io/nodemcu-firmware,4c6b50a34502fe4ab6dd51c1f282e742dadcc264,1adbc791062563aa99a6a010dfff384b6299b0d9,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2610,True,294411.0,epiclabs-io/nodemcu-firmware,cda435d4e0b51807e5b81c7a71ad41f986ae211c,ca92cfd3622c52ab1b76ff780a66a169a74dc99c,,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2607,True,470783.0,epiclabs-io/nodemcu-firmware,1a44269092d44c163f8db54873c873d99d618e7e,ca92cfd3622c52ab1b76ff780a66a169a74dc99c,,,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,jpeletier,,False,2605,True,573062.0,epiclabs-io/nodemcu-firmware,c4ba1227ef7e1d720c63958215891617de8f1b8b,1adbc791062563aa99a6a010dfff384b6299b0d9,,,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,andyleap,,False,2572,True,1735334.0,andyleap/nodemcu-firmware,5f0e448f479dc015c7893e4e406e1de5fed6c04a,d5aca39f485bf46e6d77b7fb05eaf71b8ea51bee,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,stromnet,,False,2571,True,445835.0,stromnet/nodemcu-firmware,666aab5b583ccf9cb246b82d50f039b5b5317a9f,b77033f920bd9de3c60a9d037ff7e6da83ec8cea,,,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodemcu/nodemcu-firmware,C/C++,1416492405.0,3038,,,7028,x-logLT,,False,2562,True,421463.0,x-logLT/nodemcu-firmware,df0e52a8f9da78588e002fc705e43d8c886145b9,c9e7dde5d4eaff44114b467b9e264f399401e3c4,,,2,0,6,0,4,0,4,12,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
